icao24,callsign,origin,time_pos,last_con,long,lat,altitude,timestamp
75020d,MAS184  ,Malaysia,1772288436,1772288436,101.4073,3.7024,7277.1,2026-02-28 22:22:24
80152f,IGO1038 ,India,1772288427,1772288427,100.56,3.7504,8343.9,2026-02-28 22:22:24
75020d,MAS184  ,Malaysia,1772288436,1772288436,101.4073,3.7024,7277.1,2026-02-28 22:24:26
76b441,SIA739  ,Singapore,1772288651,1772288651,101.3664,3.7627,11277.6,2026-02-28 22:24:26
80152f,IGO1038 ,India,1772288427,1772288427,100.56,3.7504,8343.9,2026-02-28 22:24:26
750280,MAS198  ,Malaysia,1772288739,1772288745,100.7083,3.6427,8321.04,2026-02-28 22:26:27
75046f,MAS196  ,Malaysia,1772288778,1772288778,101.4656,3.7132,5707.38,2026-02-28 22:26:27
750280,MAS198  ,Malaysia,1772288739,1772288745,100.7083,3.6427,8321.04,2026-02-28 22:28:29
75046f,MAS196  ,Malaysia,1772288778,1772288778,101.4656,3.7132,5707.38,2026-02-28 22:28:29
750280,MAS198  ,Malaysia,1772288739,1772288745,100.7083,3.6427,8321.04,2026-02-28 22:30:31
75046f,MAS196  ,Malaysia,1772288778,1772288778,101.4656,3.7132,5707.38,2026-02-28 22:30:31
75020e,MAS796  ,Malaysia,1772289493,1772289493,101.4805,3.6026,6408.42,2026-02-28 22:38:38
75020e,MAS796  ,Malaysia,1772289493,1772289493,101.4805,3.6026,6408.42,2026-02-28 22:40:39
75020e,MAS796  ,Malaysia,1772289493,1772289493,101.4805,3.6026,6408.42,2026-02-28 22:42:40
750457,,Malaysia,1772289896,1772289896,100.3628,4.416,8846.82,2026-02-28 22:46:43
750457,,Malaysia,1772289896,1772289896,100.3628,4.416,8846.82,2026-02-28 22:48:46
7500e4,AXM6128 ,Malaysia,1772290222,1772290222,101.0047,3.656,7315.2,2026-02-28 22:50:47
7500e4,AXM6128 ,Malaysia,1772290343,1772290343,100.8876,3.8572,7315.2,2026-02-28 22:52:48
7502b3,AXM6132 ,Malaysia,1772290343,1772290343,100.9557,3.7299,6713.22,2026-02-28 22:52:48
7500e4,AXM6128 ,Malaysia,1772290463,1772290463,100.758,4.0796,7231.38,2026-02-28 22:54:49
7502b3,AXM6132 ,Malaysia,1772290482,1772290482,100.8447,3.9789,6713.22,2026-02-28 22:54:49
7500e4,AXM6128 ,Malaysia,1772290463,1772290463,100.758,4.0796,7231.38,2026-02-28 22:56:51
7502b3,AXM6132 ,Malaysia,1772290491,1772290491,100.8433,3.9821,6713.22,2026-02-28 22:56:51
7500e4,AXM6128 ,Malaysia,1772290463,1772290463,100.758,4.0796,7231.38,2026-02-28 22:58:52
7502b3,AXM6132 ,Malaysia,1772290491,1772290491,100.8433,3.9821,6713.22,2026-02-28 22:58:52
461f49,FIN132  ,Finland,1772290949,1772290963,101.5877,3.6401,9776.46,2026-02-28 23:02:56
75027d,AXM827  ,Malaysia,1772290969,1772290969,100.5088,3.6269,8877.3,2026-02-28 23:02:56
750574,MXD162  ,Malaysia,1772290963,1772290963,101.4812,3.6017,5958.84,2026-02-28 23:02:56
461f49,FIN132  ,Finland,1772291030,1772291033,101.4836,3.7745,9852.66,2026-02-28 23:04:57
750574,MXD162  ,Malaysia,1772291007,1772291007,101.4645,3.6667,6271.26,2026-02-28 23:04:57
461f49,FIN132  ,Finland,1772291030,1772291033,101.4836,3.7745,9852.66,2026-02-28 23:06:59
750574,MXD162  ,Malaysia,1772291007,1772291007,101.4645,3.6667,6271.26,2026-02-28 23:06:59
461f49,FIN132  ,Finland,1772291030,1772291033,101.4836,3.7745,9852.66,2026-02-28 23:09:01
a6caa1,NCR801  ,United States,1772291333,1772291333,101.0021,3.6251,8153.4,2026-02-28 23:09:01
750581,MXD2106 ,Malaysia,1772291323,1772291328,100.9782,3.7101,7139.94,2026-02-28 23:09:01
a6caa1,NCR801  ,United States,1772291449,1772291449,100.91,3.8313,7139.94,2026-02-28 23:11:03
750581,MXD2106 ,Malaysia,1772291449,1772291449,100.8791,3.9188,6492.24,2026-02-28 23:11:03
a6caa1,NCR801  ,United States,1772291573,1772291573,100.7415,3.9934,6461.76,2026-02-28 23:13:04
750581,MXD2106 ,Malaysia,1772291485,1772291485,100.8536,3.9723,6324.6,2026-02-28 23:13:04
a6caa1,NCR801  ,United States,1772291610,1772291610,100.6938,4.0328,6172.2,2026-02-28 23:15:06
750581,MXD2106 ,Malaysia,1772291485,1772291485,100.8536,3.9723,6324.6,2026-02-28 23:15:06
a6caa1,NCR801  ,United States,1772291750,1772291750,100.5197,4.2044,4991.1,2026-02-28 23:17:09
a6caa1,NCR801  ,United States,1772291750,1772291750,100.5197,4.2044,4991.1,2026-02-28 23:19:11
800b13,IGO1004 ,India,1772292677,1772292677,100.8299,3.6954,10378.44,2026-02-28 23:31:21
800b13,IGO1004 ,India,1772292773,1772292773,100.6565,3.8291,10363.2,2026-02-28 23:33:23
800d41,AIC2387 ,India,1772292792,1772292792,100.977,3.7468,7200.9,2026-02-28 23:33:23
800b13,IGO1004 ,India,1772292829,1772292829,100.6264,3.8523,10355.58,2026-02-28 23:35:24
800d41,AIC2387 ,India,1772292900,1772292900,100.883,3.9461,7734.3,2026-02-28 23:35:24
800b13,IGO1004 ,India,1772292829,1772292829,100.6264,3.8523,10355.58,2026-02-28 23:37:26
800d41,AIC2387 ,India,1772292900,1772292900,100.883,3.9461,7734.3,2026-02-28 23:37:26
800d41,AIC2387 ,India,1772292900,1772292900,100.883,3.9461,7734.3,2026-02-28 23:39:27
4bb0f2,THY057  ,Turkey,1772293271,1772293271,101.6236,3.6976,10363.2,2026-02-28 23:41:29
750206,MAS208  ,Malaysia,1772293269,1772293269,100.7539,3.6092,7101.84,2026-02-28 23:41:29
4bb0f2,THY057  ,Turkey,1772293397,1772293397,101.5117,3.9584,10363.2,2026-02-28 23:43:30
750206,MAS208  ,Malaysia,1772293348,1772293348,100.6107,3.7135,7543.8,2026-02-28 23:43:30
801552,AIC2383 ,India,1772293365,1772293365,101.6862,3.7108,9136.38,2026-02-28 23:43:30
4bb0f2,THY057  ,Turkey,1772293488,1772293488,101.5193,3.9407,10363.2,2026-02-28 23:45:32
750206,MAS208  ,Malaysia,1772293348,1772293348,100.6107,3.7135,7543.8,2026-02-28 23:45:32
394a0a,AFR257  ,France,1772293517,1772293517,101.4675,3.7268,8534.4,2026-02-28 23:45:32
801552,AIC2383 ,India,1772293488,1772293488,101.5453,3.8418,9144.0,2026-02-28 23:45:32
7105b1,SVA840  ,Saudi Arabia,1772293531,1772293531,100.2647,3.7795,10043.16,2026-02-28 23:45:32
4bb0f2,THY057  ,Turkey,1772293488,1772293595,101.5193,3.9407,10363.2,2026-02-28 23:47:34
750206,MAS208  ,Malaysia,1772293348,1772293348,100.6107,3.7135,7543.8,2026-02-28 23:47:34
394a0a,AFR257  ,France,1772293546,1772293546,101.4518,3.7629,8534.4,2026-02-28 23:47:34
801552,AIC2383 ,India,1772293595,1772293595,101.4216,3.9696,9151.62,2026-02-28 23:47:34
7105b1,SVA840  ,Saudi Arabia,1772293596,1772293601,100.3584,3.6877,9448.8,2026-02-28 23:47:34
4bb0f2,THY057  ,Turkey,1772293488,1772293595,101.5193,3.9407,10363.2,2026-02-28 23:49:35
75021d,MAS1194 ,Malaysia,1772293738,1772293738,100.9833,3.7475,5486.4,2026-02-28 23:49:35
394a0a,AFR257  ,France,1772293546,1772293546,101.4518,3.7629,8534.4,2026-02-28 23:49:35
801552,AIC2383 ,India,1772293595,1772293708,101.4216,3.9696,9151.62,2026-02-28 23:49:35
4bb0f2,THY057  ,Turkey,1772293488,1772293595,101.5193,3.9407,10363.2,2026-02-28 23:51:37
75021d,MAS1194 ,Malaysia,1772293849,1772293849,100.8905,3.9226,5486.4,2026-02-28 23:51:37
801552,AIC2383 ,India,1772293595,1772293708,101.4216,3.9696,9151.62,2026-02-28 23:51:37
75021d,MAS1194 ,Malaysia,1772293849,1772293849,100.8905,3.9226,5486.4,2026-02-28 23:53:39
75021d,MAS1194 ,Malaysia,1772293849,1772293849,100.8905,3.9226,5486.4,2026-02-28 23:55:40
406f73,,United Kingdom,1772294676,1772294676,100.0642,4.7295,8991.6,2026-03-01 00:05:46
407992,BAW12   ,United Kingdom,1772294840,1772294840,101.4564,3.7595,9144.0,2026-03-01 00:07:47
406f73,,United Kingdom,1772294676,1772294676,100.0642,4.7295,8991.6,2026-03-01 00:07:47
407992,BAW12   ,United Kingdom,1772294869,1772294869,101.4441,3.7871,9144.0,2026-03-01 00:09:48
406f73,,United Kingdom,1772294676,1772294676,100.0642,4.7295,8991.6,2026-03-01 00:09:48
407992,BAW12   ,United Kingdom,1772294869,1772294869,101.4441,3.7871,9144,2026-03-01 00:11:50
76cd41,SIA352  ,Singapore,1772299942,1772299951,100.8276,3.9287,10965.18,2026-03-01 01:32:57
76cd41,SIA352  ,Singapore,1772300089,1772300089,100.591,4.1915,10972.8,2026-03-01 01:34:58
76cd41,SIA352  ,Singapore,1772300170,1772300186,100.4721,4.3211,10972.8,2026-03-01 01:37:00
76cd41,SIA352  ,Singapore,1772300170,1772300186,100.4721,4.3211,10972.8,2026-03-01 01:39:02
76cd41,SIA352  ,Singapore,1772300170,1772300186,100.4721,4.3211,10972.8,2026-03-01 01:41:04
76cd72,SIA322  ,Singapore,1772300689,1772300689,101.6694,3.6192,9136.38,2026-03-01 01:45:07
76cd72,SIA322  ,Singapore,1772300795,1772300795,101.4877,3.7884,9144,2026-03-01 01:47:09
76cd72,SIA322  ,Singapore,1772300893,1772300893,101.3026,3.9601,9144,2026-03-01 01:49:11
76cd72,SIA322  ,Singapore,1772300893,1772300893,101.3026,3.9601,9144,2026-03-01 01:51:12
80073d,AIC301  ,India,1772301152,1772301152,101.4823,3.7012,12192,2026-03-01 01:53:13
76cd72,SIA322  ,Singapore,1772300893,1772300893,101.3026,3.9601,9144,2026-03-01 01:53:13
80073d,AIC301  ,India,1772301290,1772301290,101.3141,3.9751,12192,2026-03-01 01:55:14
80073d,AIC301  ,India,1772301290,1772301290,101.3141,3.9751,12192,2026-03-01 01:57:16
80073d,AIC301  ,India,1772301290,1772301290,101.3141,3.9751,12192,2026-03-01 01:59:17
7c1476,QFA70   ,Australia,1772301788,1772301788,100.7275,4.081,10668,2026-03-01 02:03:20
76cef9,SIA306  ,Singapore,1772301796,1772301796,101.5851,3.6726,9144,2026-03-01 02:03:20
7c1476,QFA70   ,Australia,1772301912,1772301912,100.8615,3.8934,10668,2026-03-01 02:05:22
76cef9,SIA306  ,Singapore,1772301896,1772301896,101.4809,3.78,9144,2026-03-01 02:05:22
7c1476,QFA70   ,Australia,1772302020,1772302020,101.0071,3.6898,10668,2026-03-01 02:07:24
76cef9,SIA306  ,Singapore,1772301969,1772301969,101.294,3.9727,9144,2026-03-01 02:07:24
76cef9,SIA306  ,Singapore,1772301969,1772301969,101.294,3.9727,9144,2026-03-01 02:09:26
76cef9,SIA306  ,Singapore,1772301969,1772301969,101.294,3.9727,9144,2026-03-01 02:11:28
76cdc2,SIA346  ,Singapore,1772302619,1772302619,101.4142,3.6429,8534.4,2026-03-01 02:17:33
76cdc2,SIA346  ,Singapore,1772302720,1772302720,101.4004,3.6566,8534.4,2026-03-01 02:19:35
484415,KLM836  ,Kingdom of the Netherlands,1772302878,1772302878,101.5548,3.6638,9144.0,2026-03-01 02:21:37
76cdc2,SIA346  ,Singapore,1772302720,1772302720,101.4004,3.6566,8534.4,2026-03-01 02:21:37
484415,KLM836  ,Kingdom of the Netherlands,1772302974,1772302974,101.3984,3.854,9144.0,2026-03-01 02:23:38
76cdc2,SIA346  ,Singapore,1772302720,1772302720,101.4004,3.6566,8534.4,2026-03-01 02:23:38
484415,KLM836  ,Kingdom of the Netherlands,1772303059,1772303059,101.2743,3.9994,9144,2026-03-01 02:25:41
484415,KLM836  ,Kingdom of the Netherlands,1772303059,1772303059,101.2743,3.9994,9144,2026-03-01 02:27:43
80164b,IGO1017 ,India,1772303439,1772303439,100.8416,3.9507,10066.02,2026-03-01 02:30:54
80164b,IGO1017 ,India,1772303565,1772303565,100.9891,3.7401,10043.16,2026-03-01 02:32:56
76cda3,SIA366  ,Singapore,1772304769,1772304775,101.5889,3.6943,10096.5,2026-03-01 02:53:14
76cda3,SIA366  ,Singapore,1772304892,1772304892,101.3957,3.847,10218.42,2026-03-01 02:55:16
76cda3,SIA366  ,Singapore,1772304948,1772304948,101.3357,3.8943,10302.24,2026-03-01 02:57:18
76cd48,SIA302  ,Singapore,1772305607,1772305612,101.3585,3.8445,10363.2,2026-03-01 03:09:47
76cd48,SIA302  ,Singapore,1772305607,1772305612,101.3585,3.8445,10363.2,2026-03-01 03:11:48
76cda1,SIA392  ,Singapore,1772306360,1772306360,100.8077,3.6384,10584.18,2026-03-01 03:19:52
76cda1,SIA392  ,Singapore,1772306446,1772306446,100.662,3.7535,10698.48,2026-03-01 03:21:53
76cda1,SIA392  ,Singapore,1772306446,1772306446,100.662,3.7535,10698.48,2026-03-01 03:23:54
76cda1,SIA392  ,Singapore,1772306446,1772306446,100.662,3.7535,10698.48,2026-03-01 03:25:55
702033,BBC387  ,Bangladesh,1772307052,1772307052,101.4506,3.6733,7124.7,2026-03-01 03:31:58
702033,BBC387  ,Bangladesh,1772307052,1772307052,101.4506,3.6733,7124.7,2026-03-01 03:33:59
702033,BBC387  ,Bangladesh,1772307052,1772307052,101.4506,3.6733,7124.7,2026-03-01 03:36:00
801662,IGO1005 ,India,1772307720,1772307720,100.323,3.7225,10652.76,2026-03-01 03:42:04
76bccb,,Singapore,1772307720,1772307720,100.6404,4.2003,11887.2,2026-03-01 03:42:04
801662,IGO1005 ,India,1772307749,1772307749,100.3646,3.6817,10652.76,2026-03-01 03:44:04
76bccb,TGW61   ,Singapore,1772307836,1772307836,100.7845,3.999,11887.2,2026-03-01 03:44:04
76bccb,TGW61   ,Singapore,1772307945,1772307945,100.9212,3.808,11879.58,2026-03-01 03:46:05
80163d,IGO1027 ,India,1772309157,1772309157,100.7418,4.0613,10660.38,2026-03-01 04:06:14
80163d,IGO1027 ,India,1772309261,1772309275,100.8624,3.8924,10683.24,2026-03-01 04:08:15
80163d,IGO1027 ,India,1772309388,1772309388,101.0125,3.6826,10652.76,2026-03-01 04:10:16
76cc71,SIA529  ,Singapore,1772311097,1772311097,100.4848,3.6458,9441.18,2026-03-01 04:38:29
76cc71,SIA529  ,Singapore,1772311119,1772311213,100.5091,3.6258,9441.18,2026-03-01 04:40:30
76cce4,SIA23   ,Singapore,1772311162,1772311162,101.2914,3.9063,12496.8,2026-03-01 04:40:30
80164b,IGO1018 ,India,1772312140,1772312140,101.7849,3.7827,11574.78,2026-03-01 04:56:39
80164b,IGO1018 ,India,1772312313,1772312313,101.5817,4.095,11574.78,2026-03-01 04:58:40
80164b,IGO1018 ,India,1772312420,1772312420,101.4531,4.2926,11597.64,2026-03-01 05:00:41
4bb104,THY175  ,Turkey,1772312438,1772312438,101.0695,3.7401,6240.78,2026-03-01 05:00:41
750459,AXM14   ,Malaysia,1772312403,1772312403,101.5692,3.6151,6355.08,2026-03-01 05:00:41
80164b,IGO1018 ,India,1772312470,1772312521,101.4162,4.3493,11582.4,2026-03-01 05:02:42
4bb104,THY175  ,Turkey,1772312438,1772312438,101.0695,3.7401,6240.78,2026-03-01 05:02:42
80164b,IGO1018 ,India,1772312470,1772312521,101.4162,4.3493,11582.4,2026-03-01 05:04:43
4bb104,THY175  ,Turkey,1772312438,1772312438,101.0695,3.7401,6240.78,2026-03-01 05:04:43
80164b,IGO1018 ,India,1772312470,1772312521,101.4162,4.3493,11582.4,2026-03-01 05:06:44
801597,,India,1772312786,1772312786,101.0461,3.9393,10668.0,2026-03-01 05:06:44
801597,AIC2145 ,India,1772312892,1772312892,101.2001,3.6536,10668,2026-03-01 05:08:45
8007ca,IGO1002 ,India,1772313150,1772313150,100.6306,3.6997,10363.2,2026-03-01 05:12:47
8007ca,IGO1002 ,India,1772313248,1772313248,100.44,3.8383,10363.2,2026-03-01 05:14:48
8007ca,IGO1002 ,India,1772313248,1772313248,100.44,3.8383,10363.2,2026-03-01 05:16:49
8007ca,IGO1002 ,India,1772313248,1772313248,100.44,3.8383,10363.2,2026-03-01 05:18:50
76cd0d,SIA523  ,Singapore,1772313491,1772313491,101.3085,3.6217,11887.2,2026-03-01 05:18:50
76cd0c,,Singapore,1772314132,1772314132,100.2873,3.8056,11887.2,2026-03-01 05:28:54
76cd0c,SIA511  ,Singapore,1772314245,1772314245,100.4762,3.6547,11887.2,2026-03-01 05:30:55
7503fd,AXM12   ,Malaysia,1772314371,1772314371,100.2421,3.8014,8267.7,2026-03-01 05:32:56
76b451,SIA441  ,Singapore,1772314481,1772314481,101.2677,3.9632,11277.6,2026-03-01 05:34:57
7503fd,AXM12   ,Malaysia,1772314474,1772314477,100.3922,3.6543,7406.64,2026-03-01 05:34:57
76b451,SIA441  ,Singapore,1772314604,1772314604,101.4016,3.7535,11277.6,2026-03-01 05:36:58
750548,,Malaysia,1772314517,1772314517,100.3207,4.4626,11269.98,2026-03-01 05:36:58
750548,,Malaysia,1772314517,1772314517,100.3207,4.4626,11269.98,2026-03-01 05:38:59
750541,MAS527  ,Malaysia,1772314837,1772314837,101.7364,3.7072,7970.52,2026-03-01 05:41:00
76ceef,SIA335  ,Singapore,1772315201,1772315201,101.2232,3.8657,11277.6,2026-03-01 05:47:03
750319,MAS181  ,Malaysia,1772315339,1772315339,100.2828,3.7615,9319.26,2026-03-01 05:49:04
76ceef,SIA335  ,Singapore,1772315324,1772315324,101.339,3.6122,11277.6,2026-03-01 05:49:04
750319,MAS181  ,Malaysia,1772315460,1772315460,100.482,3.6605,8031.48,2026-03-01 05:51:05
7502cd,,Malaysia,1772315862,1772315862,100.6048,4.1234,8389.62,2026-03-01 05:59:08
7501fc,,Malaysia,1772315988,1772316010,100.5375,4.2383,9425.94,2026-03-01 06:01:09
7502cd,,Malaysia,1772315862,1772315862,100.6048,4.1234,8389.62,2026-03-01 06:01:09
7501fc,,Malaysia,1772315988,1772316146,100.5375,4.2383,9425.94,2026-03-01 06:03:10
7501fc,AXM68   ,Malaysia,1772316302,1772316302,100.5471,3.6071,6568.44,2026-03-01 06:05:11
76cd01,SIA505  ,Singapore,1772316546,1772316547,101.2147,3.6539,11887.2,2026-03-01 06:09:13
7502b3,AXM6115 ,Malaysia,1772316669,1772316669,100.828,3.9084,7970.52,2026-03-01 06:11:14
76ceea,SIA25   ,Singapore,1772316669,1772316669,101.1386,3.6752,10058.4,2026-03-01 06:11:14
7502b3,AXM6115 ,Malaysia,1772316692,1772316696,100.8422,3.8708,7863.84,2026-03-01 06:13:15
80145a,,India,1772316906,1772316906,101.4256,3.6679,5775.96,2026-03-01 06:15:16
75021d,,Malaysia,1772317031,1772317031,101.3204,3.9139,6256.02,2026-03-01 06:17:17
75021d,,Malaysia,1772317035,1772317040,101.3235,3.908,6240.78,2026-03-01 06:19:18
151dc3,AFL296  ,Russian Federation,1772317150,1772317150,101.2117,3.8184,11887.2,2026-03-01 06:19:18
75021d,,Malaysia,1772317035,1772317040,101.3235,3.908,6240.78,2026-03-01 06:21:19
801411,IGO1032 ,India,1772317271,1772317271,100.927,3.6168,7200.9,2026-03-01 06:21:19
801411,IGO1032 ,India,1772317365,1772317365,100.7554,3.7252,7825.74,2026-03-01 06:23:20
4d0104,CLX7546 ,Luxembourg,1772317377,1772317377,100.3131,3.7321,10668.0,2026-03-01 06:23:20
801411,IGO1032 ,India,1772317365,1772317391,100.7554,3.7252,7825.74,2026-03-01 06:25:21
801411,IGO1032 ,India,1772317365,1772317391,100.7554,3.7252,7825.74,2026-03-01 06:27:22
76cd6d,SIA423  ,Singapore,1772317761,1772317761,100.5351,3.7151,11277.6,2026-03-01 06:29:22
76cda4,SIA351  ,Singapore,1772318118,1772318118,101.1548,3.7464,11887.2,2026-03-01 06:35:25
750208,,Malaysia,1772318345,1772318345,100.317,4.4775,10668,2026-03-01 06:39:27
750208,,Malaysia,1772318345,1772318345,100.317,4.4775,10668,2026-03-01 06:41:28
750208,,Malaysia,1772318345,1772318345,100.317,4.4775,10668,2026-03-01 06:43:29
76d256,TGW488  ,Singapore,1772318669,1772318669,101.0299,3.6013,5196.84,2026-03-01 06:45:30
76d256,TGW488  ,Singapore,1772318828,1772318828,100.9082,3.8337,3977.64,2026-03-01 06:47:31
76d256,TGW488  ,Singapore,1772318948,1772318948,100.8451,3.9757,3566.16,2026-03-01 06:49:32
76d256,TGW488  ,Singapore,1772318948,1772318948,100.8451,3.9757,3566.16,2026-03-01 06:51:33
76d256,TGW488  ,Singapore,1772318948,1772318948,100.8451,3.9757,3566.16,2026-03-01 06:53:33
76bcc5,TGW522  ,Singapore,1772319209,1772319209,101.6503,3.8044,11285.22,2026-03-01 06:53:33
7504fe,AXM62   ,Malaysia,1772319305,1772319305,100.5443,4.2277,9212.58,2026-03-01 06:55:34
76bcc5,TGW522  ,Singapore,1772319322,1772319327,101.4949,4.0194,11742.42,2026-03-01 06:55:34
7504fe,AXM62   ,Malaysia,1772319305,1772319305,100.5443,4.2277,9212.58,2026-03-01 06:57:35
76bcc5,TGW522  ,Singapore,1772319375,1772319375,101.4256,4.1152,11932.92,2026-03-01 06:57:35
7504fe,AXM62   ,Malaysia,1772319305,1772319528,100.5443,4.2277,9212.58,2026-03-01 06:59:36
76bcc5,TGW522  ,Singapore,1772319375,1772319375,101.4256,4.1152,11932.92,2026-03-01 06:59:36
750517,AXM6145 ,Malaysia,1772319644,1772319654,100.6778,4.0529,8229.6,2026-03-01 07:01:37
76bcc5,TGW522  ,Singapore,1772319375,1772319375,101.4256,4.1152,11932.92,2026-03-01 07:01:37
750517,AXM6145 ,Malaysia,1772319806,1772319806,100.7558,3.7542,8069.58,2026-03-01 07:03:38
7502b8,AXM890  ,Malaysia,1772319926,1772319926,100.9662,3.7886,8290.56,2026-03-01 07:05:39
7502b8,AXM890  ,Malaysia,1772319980,1772319980,100.9387,3.8893,8618.22,2026-03-01 07:07:40
7500e4,AXM6413 ,Malaysia,1772320157,1772320157,101.2885,3.6566,9448.8,2026-03-01 07:09:41
7502b8,AXM890  ,Malaysia,1772319980,1772319980,100.9387,3.8893,8618.22,2026-03-01 07:09:41
7502b8,AXM890  ,Malaysia,1772319980,1772319980,100.9387,3.8893,8618.22,2026-03-01 07:11:42
8013ed,AIC2380 ,India,1772320418,1772320418,101.3034,3.6694,10058.4,2026-03-01 07:13:43
750410,AXM6124 ,Malaysia,1772320518,1772320518,101.0106,3.6308,7924.8,2026-03-01 07:15:44
750410,AXM6124 ,Malaysia,1772320639,1772320639,100.9083,3.8359,7932.42,2026-03-01 07:17:45
750410,AXM6124 ,Malaysia,1772320725,1772320730,100.8434,3.9813,7863.84,2026-03-01 07:19:46
75056f,MXD2116 ,Malaysia,1772320740,1772320746,101.028,3.6065,7315.2,2026-03-01 07:19:46
750410,AXM6124 ,Malaysia,1772320725,1772320730,100.8434,3.9813,7863.84,2026-03-01 07:21:47
75056f,MXD2116 ,Malaysia,1772320900,1772320900,100.8834,3.8909,7315.2,2026-03-01 07:21:47
750280,MAS199  ,Malaysia,1772321009,1772321009,100.9107,3.8833,8001.0,2026-03-01 07:23:48
750410,AXM6124 ,Malaysia,1772320725,1772320730,100.8434,3.9813,7863.84,2026-03-01 07:23:48
75056f,MXD2116 ,Malaysia,1772320900,1772320900,100.8834,3.8909,7315.2,2026-03-01 07:23:48
750280,MAS199  ,Malaysia,1772321033,1772321033,100.9545,3.8676,7871.46,2026-03-01 07:25:49
75056f,MXD2116 ,Malaysia,1772320900,1772320900,100.8834,3.8909,7315.2,2026-03-01 07:25:49
750280,MAS199  ,Malaysia,1772321033,1772321033,100.9545,3.8676,7871.46,2026-03-01 07:27:50
75022b,AXM6020 ,Malaysia,1772321871,1772321871,100.9424,3.7583,8336.28,2026-03-01 07:37:54
75022b,AXM6020 ,Malaysia,1772321989,1772321989,100.8455,3.9759,9067.8,2026-03-01 07:39:55
75022b,AXM6020 ,Malaysia,1772322005,1772322005,100.8347,4.0001,9128.76,2026-03-01 07:41:56
75022b,AXM6020 ,Malaysia,1772322005,1772322005,100.8347,4.0001,9128.76,2026-03-01 07:43:57
76b447,SIA724  ,Singapore,1772322350,1772322350,101.7281,3.9324,10972.8,2026-03-01 07:45:58
3c458a,BOX545  ,Germany,1772322350,1772322350,100.6989,3.6489,9144.0,2026-03-01 07:45:58
76b447,SIA724  ,Singapore,1772322451,1772322456,101.608,4.1228,10972.8,2026-03-01 07:47:59
3c458a,BOX545  ,Germany,1772322353,1772322363,100.6951,3.6518,9144.0,2026-03-01 07:47:59
76b447,SIA724  ,Singapore,1772322489,1772322489,101.5731,4.1984,10972.8,2026-03-01 07:50:00
750493,AXM818  ,Malaysia,1772322596,1772322596,100.9097,3.739,8359.14,2026-03-01 07:50:00
3c458a,BOX545  ,Germany,1772322353,1772322363,100.6951,3.6518,9144.0,2026-03-01 07:50:00
76b447,SIA724  ,Singapore,1772322489,1772322489,101.5731,4.1984,10972.8,2026-03-01 07:52:01
750493,AXM818  ,Malaysia,1772322717,1772322717,100.7968,3.9456,9014.46,2026-03-01 07:52:01
750493,AXM818  ,Malaysia,1772322783,1772322787,100.7588,4.0864,9349.74,2026-03-01 07:54:02
750493,AXM818  ,Malaysia,1772322783,1772322787,100.7588,4.0864,9349.74,2026-03-01 07:56:03
750493,AXM818  ,Malaysia,1772322783,1772322787,100.7588,4.0864,9349.74,2026-03-01 07:58:04
800740,AIC302  ,India,1772323195,1772323195,101.5725,3.7322,11277.6,2026-03-01 08:00:05
76b448,SIA524  ,Singapore,1772323189,1772323189,100.6367,3.722,10972.8,2026-03-01 08:00:05
76b448,SIA524  ,Singapore,1772323189,1772323189,100.6367,3.722,10972.8,2026-03-01 08:02:06
76ccce,SIA7372 ,Singapore,1772323321,1772323325,100.6182,3.708,10363.2,2026-03-01 08:02:06
76b448,SIA524  ,Singapore,1772323189,1772323189,100.6367,3.722,10972.8,2026-03-01 08:04:07
76ccce,SIA7372 ,Singapore,1772323348,1772323350,100.5654,3.7466,10363.2,2026-03-01 08:04:07
76b865,TGW430  ,Singapore,1772323557,1772323557,101.0593,3.6138,10355.58,2026-03-01 08:06:08
76ccce,SIA7372 ,Singapore,1772323348,1772323350,100.5654,3.7466,10363.2,2026-03-01 08:06:08
76b865,TGW430  ,Singapore,1772323675,1772323675,100.9137,3.8233,9166.86,2026-03-01 08:08:08
7502b3,AXM6114 ,Malaysia,1772323675,1772323675,100.9901,3.6598,6705.6,2026-03-01 08:08:08
76b865,TGW430  ,Singapore,1772323764,1772323766,100.8338,4.0028,7726.68,2026-03-01 08:10:09
7502b3,AXM6114 ,Malaysia,1772323675,1772323678,100.9901,3.6598,6705.6,2026-03-01 08:10:09
76b865,TGW430  ,Singapore,1772323764,1772323766,100.8338,4.0028,7726.68,2026-03-01 08:12:10
7502b3,AXM6114 ,Malaysia,1772323675,1772323678,100.9901,3.6598,6705.6,2026-03-01 08:12:10
76b865,TGW430  ,Singapore,1772323764,1772323766,100.8338,4.0028,7726.68,2026-03-01 08:14:11
7502b3,AXM6114 ,Malaysia,1772324005,1772324005,100.7215,4.1213,6332.22,2026-03-01 08:14:11
8a0a3e,TNU633  ,Indonesia,1772324045,1772324045,101.0367,3.6003,10629.9,2026-03-01 08:14:11
7502b3,AXM6114 ,Malaysia,1772324005,1772324005,100.7215,4.1213,6332.22,2026-03-01 08:16:12
8a0a3e,TNU633  ,Indonesia,1772324158,1772324158,100.9174,3.8186,9044.94,2026-03-01 08:16:12
7502b3,AXM6114 ,Malaysia,1772324005,1772324005,100.7215,4.1213,6332.22,2026-03-01 08:18:13
